content,label
"Rạng sáng ngày 29/3 (giờ Việt Nam), Đội tuyển (ĐT) U23 Việt Nam thi đấu lượt trận thứ 3 tại Cup U23 Doha, gặp ĐT U23 Kyrgyzstan. Khác với 2 trận đấu trước khi phải đối đầu với các đội bóng Tây Á rất mạnh là Iraq và UAE, ở trận gặp đối thủ Trung Á không quá mạnh, các học trò của HLV Philippe Troussier đã chơi một trận đúng yêu cầu của Ban huấn luyện. Theo VFF, ở trận đấu này, ông Philippe Troussier chỉ thay đổi duy nhất vị trí thủ môn khi đưa Quan Văn Chuẩn vào sân (do thủ môn Huy Hoàng bị đau trong trận gặp UAE).  Trong hiệp 1, dù nắm thế chủ động, kiểm soát bóng tốt hơn và đã có vài cơ hội, nhưng trong suốt hiệp 1, các pha lên bóng của U23 Việt Nam vẫn chưa hiệu quả và không được bàn thắng. Sang hiệp 2, U23 Kyrgyzstan tổ chức nhiều đợt tấn công hơn về phía khung thành của thủ môn Quan Văn Chuẩn. Dù vậy, U23 Việt Nam vẫn nắm ưu thế và tạo được nhiều pha bóng gây sức ép về phía đối thủ. Tuy nhiên ở những pha kết thúc, các cầu thủ Việt Nam lại bỏ lỡ cơ hội ghi bàn. Hòa 0-0 hai hiệp chính, 2 đội bước vào loạt sút luân lưu 11 m. Đáng tiếc là ở cú sút cuối cùng, thủ môn Kyrgyzstan ngăn chặn thành công cú sút của U23 Việt Nam. Chung cuộc, ĐT U23 Việt Nam thua cả 3 trận và không ghi được bàn thắng nào trong 2 hiệp đấu chính thức, thủng lưới 7 bàn và đứng cuối bảng xếp hạng (10/10). Mặc dù vậy, các học trò của ông Philippe Troussier cũng được an ủi bằng phần thưởng ""Cầu thủ xuất sắc nhất"" Cup U23 Doha Qatar giành cho tiền đạo Nguyễn Thanh Nhàn (đội hạng Nhất PVF-CAND). Sau loạt trận giao hữu quốc tế, HLV Philippe Troussier chia sẻ kết quả có thể không làm người hâm mộ hài lòng nhưng với các cầu thủ thì trong hành trang của họ đầy ắp những tư liệu, kinh nghiệm thực tiễn trong thi đấu. HLV người Pháp tin rằng đội bóng của ông vẫn đi đúng hướng cho hành trình trước mắt là SEA Games 32. Dự kiến, ĐT U23 Việt Nam sẽ hội quân trở lại vào ngày 19/4 để chuẩn bị cho SEA Games 32. Tại SEA Games 32, bóng đá nam khởi tranh từ ngày 29/4. Thanh Xuân ",0
"Theo Quyết định, Trưởng Ban Chỉ đạo là ông Nguyễn Kim Sơn, Bộ trưởng Bộ Giáo dục và Đào tạo. Các Phó Trưởng Ban Chỉ đạo gồm: Bà Ngô Thị Minh, Thứ trưởng Bộ Giáo dục và Đào tạo (Phó Trưởng Ban thường trực Ban Chỉ đạo); Thượng tướng Lương Tam Quang, Thứ trưởng Bộ Công an; bà Ngô Thị Kim Yến, Phó Chủ tịch Ủy ban nhân dân thành phố Đà Nẵng. Ủy viên Ban Chỉ đạo gồm: Ông Hoàng Đạo Cương, Thứ trưởng Bộ Văn hóa, Thể thao và Du lịch; ông Đỗ Hùng Việt, Thứ trưởng Bộ Ngoại giao; ông Trần Văn Thuấn, Thứ trưởng Bộ Y tế; bà Nguyễn Thị Bích Ngọc, Thứ trưởng Bộ Kế hoạch và Đầu tư; ông Nguyễn Thanh Lâm, Thứ trưởng Bộ Thông tin và Truyền thông; ông Nguyễn Minh Triết, Bí thư Ban Chấp hành Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh; bà Nguyễn Thị Nghĩa, Chủ tịch Hội Thể thao học sinh Việt Nam; ông Đặng Hà Việt, Tổng Cục trưởng Tổng cục Thể dục thể thao, Bộ Văn hóa, Thể thao và Du lịch; ông Phan Ngọc Tiến, Trưởng Ban Thể thao, Đài Truyền hình Việt Nam; ông Nguyễn Thanh Đề, Vụ trưởng Vụ Giáo dục thể chất, Bộ Giáo dục và Đào tạo. Ban Chỉ đạo có nhiệm vụ giúp Thủ tướng Chính phủ chỉ đạo, điều hành, phối hợp giữa các bộ, ngành, Ủy ban nhân dân thành phố Đà Nẵng trong việc chuẩn bị và tổ chức Đại hội Thể thao học sinh Đông Nam Á lần thứ 13 năm 2023 tại Việt Nam (Đại hội); đôn đốc việc thực hiện các chỉ đạo của Thủ tướng Chính phủ. Quyết định thành lập Ban Tổ chức Đại hội ở trung ương do Thứ trưởng Bộ Giáo dục và Đào tạo làm Trưởng ban; quyết định kế hoạch, chương trình công tác của Ban Tổ chức và các tiểu ban thuộc Ban Tổ chức Đại hội và thực hiện chế độ thông tin, báo cáo Thủ tướng Chính phủ định kỳ hoặc đột xuất về hoạt động của Ban Chỉ đạo và quá trình chuẩn bị tổ chức Đại hội. Các thành viên Ban Chỉ đạo làm việc theo quy chế kiêm nhiệm. Trưởng Ban Chỉ đạo chịu trách nhiệm trước Thủ tướng Chính phủ và phân công nhiệm vụ cụ thể cho các thành viên Ban Chỉ đạo theo chức năng, nhiệm vụ được giao; ban hành Quy chế hoạt động của Ban Chỉ đạo. Ban Chỉ đạo sử dụng con dấu của Bộ Giáo dục và Đào tạo; tự giải thể sau khi hoàn thành nhiệm vụ chuẩn bị và tổ chức Đại hội. Bộ Giáo dục và Đào tạo là cơ quan thường trực của Ban Chỉ đạo, có trách nhiệm đảm bảo các điều kiện hoạt động của Ban Chỉ đạo; quyết định và tổ chức triển khai kế hoạch tổng thể chuẩn bị và tổ chức Đại hội. * Đại hội Thể thao học sinh Đông Nam Á lần thứ 13 sẽ có 11 quốc gia ở khu vực Đông Nam Á tham dự. Số môn thể thao tổ chức thi đấu không quá 06 môn; do Bộ Giáo dục và Đào tạo chủ trì xem xét, quyết định cụ thể; bảo đảm phù hợp với lứa tuổi, điều kiện thực tiễn của thể thao học đường. Thời gian Dự kiến Đại hội trong tháng 8 năm 2023. Thành phố Đà Nẵng là địa phương đăng cai Đại hội này. Vũ Phương Nhi",0
"Lần đầu tiên, tại giải đấu, mỗi câu lạc bộ được đăng ký 1 ngoại binh và 1 cầu thủ quốc tịch nước ngoài gốc Việt Nam, đồng thời giữ nguyên thể thức thi đấu vòng tròn 2 lượt, để tính điểm xếp hạng chung cuộc.  Cách thức này giúp tăng nguồn lực, từ đó tiến tới nâng tầm đội tuyển Futsal Việt Nam trên đấu trường khu vực và thế giới. Trước đây, các đội thường thi đấu tập trung, chia làm hai giai đoạn với số lượng trận đấu ít hơn. Năm nay, giải Futsal HDBank VĐQG 2023 được tổ chức tại 4 thành phố lớn là Hà Nội, TPHCM, Nha Trang và Đà Nẵng theo thể thức sân nhà - sân khách. Điều này tạo ra thêm nhiều hoạt động giải trí cho du khách khi ghé thăm các thành phố này và cũng là điều cần thiết để phát triển mạnh mẽ Futsal nước nhà, góp phần nâng cao phong trào thể dục thể thao tại địa phương.  Khi gắn bó với giải Futsal, HDBank mong muốn tạo nên sân chơi hấp dẫn cho các câu lạc bộ Futsal và đa dạng hóa hoạt động thể thao địa phương tại Việt Nam. Cùng với 1 thập kỷ đồng hành cùng Giải Cờ vua Quốc tế, HDBank đã góp phần lan tỏa hình ảnh Việt Nam thân thiện, năng động, khỏe mạnh ra thế giới và đưa thế giới đến gần hơn với Việt Nam. Đây cũng là một phần của triết lý phát triển bền vững mà HDBank đã kiên định trong nhiều năm qua. Tiếp tục lan tỏa sức hút của mùa giải Futsal HDBank VĐQG 2023, HDBank mang đến nhiều chương trình giải trí, quà tặng đặc biệt cho cổ động viên và cầu thủ trong suốt thời gian diễn ra giải.  Bên cạnh đó, khách hàng HDBank cũng được hưởng nhiều ưu đãi đặc biệt. Theo đó, từ nay hết năm 2023, tất cả khách hàng mở thẻ tín dụng HDBank (Siêu thẻ HDBank 4 trong 1, HDBank Vietjet Platinum, HDBank BFF) bằng QR, bằng đường link mở thẻ của mùa giải Futsal HDBank 2023 hoặc mở trực tiếp tại booth đặt tại các nhà thi đấu, sự kiện của Giải Futsal HDBank 2023 sẽ được hưởng quà tặng đến 14 triệu đồng. Ngoài ra, khách hàng còn được nhận ưu đãi 2 năm liền với tặng thưởng 2 triệu đồng phí thường niên và tặng điểm SkyJoy nhận e-voucher mua sắm đến 12 triệu đồng.  Đặc biệt, trong khuôn khổ mùa giải năm nay, những bức ảnh đẹp nhất và ấn tượng nhất do các phóng viên thể thao tác nghiệp cũng sẽ được trao thưởng với tổng giá trị 50 triệu đồng.   Với sự gắn bó lâu dài cùng thể thao, bằng cách làm tâm huyết, chắc chắn thương hiệu HDBank sẽ tiếp tục ghi dấu ấn trong lòng người hâm mộ cũng như những thành tựu và kết quả ấn tượng mà HDBank đã đạt được trong lĩnh vực ngân hàng – tài chính.   Phan Tú",0
"Tối 26/3, trong trận chung kết Giải vô địch Boxing nữ thế giới 2023 hạng 48-50 kg, Nguyễn Thị Tâm so tài với võ sĩ nước chủ nhà Ấn Độ Nikhat Zareen, đương kim vô địch thế giới hạng cân này. Trong hiệp 1, võ sĩ nước chủ nhà đã  giành chiến thắng nhưng Nguyễn Thị Tâm đã cân bằng tỉ số ở hiệp 2. Tuy nhiên ở hiệp đấu quyết định, nhà đương kim vô địch thế giới đã vượt qua Nguyễn Thị Tâm và giành chiến thắng chung cuộc. Theo kết quả cuối cùng do 5 trọng tài công bố, Nikhat Zareen đã đoạt Huy chương Vàng với điểm số sít sao: 28-27, 28-27, 28-27, 29-26, 28/27. Nguyễn Thị Tâm giành Huy chương Bạc. Dù không vượt qua được đương kim vô địch thế giới ở trận chung kết nhưng võ sĩ Nguyễn Thị Tâm trở thành VĐV Boxing Việt Nam đầu tiên giành được ngôi vị Á quân tại Giải vô địch Boxing nữ thế giới 2023. Giải vô địch Boxing nữ thế giới 2023 do Liên đoàn Boxing thế giới (IBA) tổ chức tại Ấn Độ từ 15-26/3. Đội tuyển Boxing nữ Việt Nam có 9 VĐV tham dự và chỉ duy nhất võ sĩ Nguyễn Thị Tâm vào đến trận chung kết hạng 48-50 kg./. BT",0
"Sau trận ra quân thua U23 Iraq, rạng sáng 26/3 (giờ Việt Nam), Đội tuyển (ĐT) U23 Việt Nam bước vào lượt trận thứ 2, gặp ĐT U23 Các Tiểu vương quốc Arab Thống nhất (UAE). Ở hiệp 1, các cầu thủ U23 Việt Nam đã chơi khá tốt khi nhập cuộc chủ động và tổ chức áp sát đối thủ để tìm cơ hội ghi bàn. Về phía đối thủ, sau khi chơi phòng ngự chủ động, từ phút 26, các cầu thủ UAE đã cầm được bóng nhiều hơn và tổ chức các đợt tấn công về khung thành U23 Việt Nam. Thế trận giằng co đến hết hiệp 1 và không đội nào ghi được bàn thắng. Sang hiệp 2, UAE bắt đầu tăng tốc và cùng với thể lực vượt trội, đội bóng Tây Á đã làm được điều họ muốn khi thể lực của U23 Việt Nam đi xuống. Kết quả là UAE đã ghi được 4 bàn thắng vào các phút 51, 65, 83, và 94. Sau trận đấu, VFF dẫn lời HLV Philippe Troussier cho biết đây là kết quả không làm hài lòng người hâm mộ nếu là một trận đấu tại một giải chính thức. Trình độ của U23 UAE cao hơn U23 Việt Nam và họ là thử thách lớn. Tuy nhiên, ở một giải đấu với mục tiêu thử nghiệm lực lượng, lối chơi thì điều quan trọng nhất là chúng ta thu lại được những gì và cải thiện được những gì. Theo HLV Philippe Troussier, ông vẫn hài lòng với các học trò ngay cả khi thua UAE vì họ đã có nhiều cố gắng. Đây cũng là dịp toàn đội kiểm nghiệm cách vận hành đấu pháp, tinh thần thi đấu. Với giải giao hữu này, kết quả thật sự không nằm ở bảng tỉ số mà là ý tưởng, thái độ chơi bóng và U23 Việt Nam đã thể hiện được nền tảng tốt để từng bước cải thiện. Vẫn theo HLV Philippe Troussier, các hò trò của đang nỗ lực, chăm chỉ tập luyện để hướng tới mục tiêu lớn trước mắt là SEA Games 32. Theo điều lệ giải giao hữu quốc tế Cup U23 Doha Qatar 2023, các đội sẽ được phân cặp để thi đấu lượt thứ 3 căn cứ vào thành sau 2 lượt đầu.  Xét cục diện hiện tại, đối thủ của U23 Việt Nam có thể sẽ là một trong những đội: Qatar, Saudi Arabia, Kyrgyzstan hoặc Oman. Lượt trận thứ 3 diễn ra vào ngày 29/3. *Cũng ở giải đấu này, ĐT U23 Thái Lan đã có màn trình diễn khá tốt.  Sau khi hòa U23 Saudi Arabia (đương kim vô địch U23 châu Á) với tỉ số 2-2, các cầu thủ Thái Lan đã thắng chủ nhà U23 Qatar 1-0 lượt trận thứ 2./.",0
"Sau khi xuất sắc vượt qua các đối thủ, đến vòng bán kết, nữ võ sĩ Việt Nam Nguyễn Thị Tâm gặp võ sĩ người Pháp Lkhadiri Wassila vào tối 23/3. Lkhadiri Wassila là nữ võ sĩ boxing từng 7 lần vô địch quốc gia Pháp và cũng sở hữu 2 tấm Huy chương Đồng giải vô địch châu Âu. Trong trận đấu quyết định tấm vé vào chung kết, Nguyễn Thị Tâm thi đấu xuất sắc và đã giành chiến thắng chung cuộc với tỉ số 4-1. Đây là cột mốc lịch sử của Boxing Việt Nam vì lần đầu tiên có 1 võ sĩ vào tới trận chung kết giải đấu danh giá này. Tấm vé vào chung kết đồng nghĩa với việc Nguyễn Thị Tâm nắm chắc suất dự Olympic 2024 và cô gái Thái Bình cũng là nữ võ sĩ boxing Việt Nam đầu tiên 2 lần liên tiếp dự Olympic. Đối thủ của Nguyễn Thị Tâm ở trận chung kết là võ sĩ nước chủ nhà Ấn Độ, Nikhat Zareen. Tại giải đấu này, Nikhat Zareen cũng đạt thành tích đáng nể.  Ở vòng 32 và vòng 16, võ sĩ người Ấn Độ đã thắng lần lượt các đối thủ Algeria và Mexico cùng tỉ số 5-0. Ở tứ kết, Nikhat Zareen đã vượt qua võ sĩ Thái Lan với tỉ số 5-2, rồi vượt qua võ sĩ Colombia ở bán kết với tỉ số 5-0, đoạt suất vào chung kết. Trận chung kết hạng cân 48-50 kg Giải vô địch Boxing nữ thế giới 2023 diễn ra vào ngày 26/3. Giải thưởng cho nhà vô địch là 100.000 USD; chức Á quân nhận 50.000 USD. Giải vô địch Boxing nữ thế giới 2023 do Liên đoàn Boxing thế giới (IBA) tổ chức tại Ấn Độ từ 15-26/3. Đội tuyển Boxing nữ Việt Nam có 9 VĐV tham dự và chỉ duy nhất võ sĩ Nguyễn Thị Tâm vào đến trận đấu cuối cùng hạng 48-50 kg./.  ",0
"Con đường đến trận bán kết của Nguyễn Thị Tâm (28 tuổi, người Thái Bình, thi đấu hạng cân 48-50 kg) thật ấn tượng. Ở vòng đấu đầu tiên (vòng 32, ngày 19/3), cô gái Việt Nam đã vượt qua đối thủ Nazym Kyzaibay, người Kazakhstan, võ sĩ từng 2 lần vô địch thế giới, với tỉ số 5-0 và vào vòng 16. Tiếp đó, ở vòng 16 (ngày 21/3), Nguyễn Thị Tâm đã ""hạ"" đối thủ Lethabo Bokamoso của Boswana cũng với tỉ số 5-0. Giành vé vào tứ kết (vòng 8 người). Tại vòng tứ kết (đêm 22/3), cô gái người Thái Bình lại vượt qua võ sĩ người Tây Ban Nha Laura Fuertes, hạt giống số 3 của giải cũng với tỉ số 5-0 (30-27, 30-27, 30-27, 30-27, 30-27). Chiến thắng đã đưa nữ võ sĩ Việt Nam vào chơi trận bán kết, đồng nghĩa với tấm Huy chương Đồng và số tiền thưởng 25.000 USD (nếu dừng bước). Ở trận bán kết diễn ra vào đêm nay, 23/3, Nguyễn Thị Tâm sẽ gặp võ sĩ người Pháp Wassila Lkhadiri. Nguyễn Thị Tâm là nữ võ sĩ xuất sắc nhất của Boxing Việt Nam, thi đấu chủ yếu ở hạng 48-50 kg. Ngoài thành tích ""vô đối"" trong nước, Nguyễn Thị Tâm đã giành được Huy chương Bạc ASIAD 2018, HCV SEA Games 30, SEA Games 31; 2 Huy chương Vàng vô địch châu Á năm 2017 và 2022. Theo Tổng cục TDTT, Đội tuyển Boxing nữ Việt Nam tham dự Giải vô địch Boxing nữ thế giới 2023 do Liên đoàn Boxing thế giới (IBA) tổ chức tại Ấn Độ từ 15-26/3. Đội tuyển Boxing nữ Việt Nam gồm các võ sĩ: Nguyễn Thị Tâm (hạng 50 kg) Nguyễn Thị Hồi (48 kg), Nguyễn Thị Ngọc Trân (52 kg), Võ Thị Kim Ánh (54 kg), Nguyễn Thị Thanh Hảo (57 kg), Hà Thị Linh (66 kg), Lưu Diễm Quỳnh (75 kg), Nguyễn Thị Hương (81kg), Nguyễn Thị Phương Hoài (hạng hơn 81kg) tham dự. Ở giải đấu danh giá này tổ chức tại Nga vào năm 2019, nữ võ sĩ Nguyễn Thị Hương lần đầu tiên đã giành được Huy chương Đồng hạng 81 kg cho Boxing Việt Nam.  Đáng tiếc là tại giải đấu năm nay, võ sĩ Nguyễn Thị Hương đã phải dừng bước ở vòng tứ kết khi thua đối thủ người Trung Quốc Wang Lina./. BT",0
"Ngọn đuốc SEA Games 32 do 9 thành viên Ban Tổ chức SEA Games 32 Campuchia tháp tùng, được rước từ sân bay quốc tế Nội Bài về Đại sứ quán Campuchia tại Hà Nội. Sau đó, hành trình rước đuốc tại Việt Nam sẽ được tổ chức vào sáng mai, 24/3. Theo Tổng cục TDTT, chia sẻ về hành trình rước đuốc, Quốc Vụ khanh Bộ Thể thao kiêm Đặc phái viên đặc biệt Ban Tổ chức SEA Games 32 Campuchia, ông Hor Sarun cho biết đây là lần đầu tiên Campuchia đăng cai một kỳ Đại hội Thể thao Đông Nam Á. Bên cạnh chương trình thi đấu, nghi lễ rước đuốc là một sự kiện quan trọng không thể thiếu. Nước chủ nhà đặc biệt quan tâm đến việc tổ chức sự kiện rước đuốc với mong muốn mang ngọn lửa Đại hội di chuyển qua 10 quốc gia Đông Nam Á, nhằm quảng bá cho SEA Games 32. Trước khi đến Việt Nam, ngọn đuốc SEA Games 32 đã được Quốc vương Campuchia Norodom Sihamoni thắp sáng tại khu đền Ankor Wat vào sáng 21/3. Theo kế hoạch, sau khi hoàn thành hành trình tại Việt Nam, ngọn đuốc SEA Games 32 sẽ tiếp tục tới Philippines rồi tiếp tục hành trình qua các nước Đông Nam Á. Đuốc SEA Games 32 biểu trưng cho sức mạnh, nguồn năng lượng thiêng liêng và tình hữu nghị, đoàn kết. Ngọn lửa tượng trưng cho vinh quang của thể thao trong hòa bình và phát triển, thể hiện phương châm của SEA Games 32 là ""Thể thao sống trong hòa bình"". Đuốc SEA Games 32 cao 75 cm và nặng hơn 1 kg. Đỉnh ngọn đuốc được thiết kế mô phỏng hình ảnh nụ hoa Romdoul, quốc hoa của Campuchia và được mạ vàng. Thiết kế trên tay cầm của ngọn đuốc mang nhiều họa tiết độc đáo biểu thị sự đoàn kết trong công cuộc kiến tạo hòa bình và thành công cho đất nước và cộng đồng Đông Nam Á. SEA Games 32 diễn ra từ ngày 5-17/5 tại thủ đô Phnom Penh và 4 tỉnh của Campuchia, gồm Siem Reap, Preah Sihanouk, Kampot và Kep. Sau đó, ASEAN Para Games 12 sẽ được tổ chức từ ngày 3-9/6./. BT",0
"Rạng sáng ngày 23/3 (giờ Việt Nam), Đội tuyển (ĐT) U23 Việt Nam thi đấu trận ra quân lượt 1 vòng bảng Cup U23 Doha Qatar 2023, gặp ĐT Iraq. Trong khoảng 20 phút đầu hiệp 1, các học trò HLV Philippe Troussier nhập cuộc chủ động để vừa kiểm soát bóng và triển khai phối hợp tấn công từ phần sân nhà.  Sau khoảng thời gian này, U23 Iraq bắt đầu gia tăng tốc độ với lối chơi áp sát khiến U23 Việt Nam lúng túng. Phút 22, sau pha chuyền ngang bất cẩn của U23 Việt Nam, cầu thủ Iraq cướp được bóng và xông vào trước vòng cấm địa. Lúc này hậu vệ Tiến Long phạm lỗi và nhận thẻ đỏ trực tiếp. Diễn biến bất lợi khi chỉ còn 10 người buộc HLV Phillipe Troussierphải thay đổi nhân sự và cách chơi. Tuy vậy, sự chênh lệch về tương quan lực lượng đã khiến U23 Việt Nam đối diện với rất nhiều khó khăn trước sức ép của đội bạn. Ở phút 45+1, từ một tình huống phản công chớp nhoáng của U23 Iraq. Cầu thủ Việt Nam lại phải phạm lỗi trong vòng cấm địa và chịu thua bàn đầu tiên từ chấm phạt đền. Sang hiệp 2, sự thiếu hụt lực lượng đã khiến U23 Việt Nam nhận thêm 2 bàn thua vào phút 60 và phút 85 (hiệp 2). Trận đấu khép lại với trận thắng 3-0 nghiêng về U23 Iraq. Trả lời phỏng vấn sau trận đấu, HLV Philippe Troussier nói: ""Dĩ nhiên về kết quả chung cuộc thì đó là kết quả mà chúng tôi không mong đợi. Ở trận đấu hôm nay, chúng tôi khởi đầu không hề tệ trong khoảng 20 phút đầu trận. Nhưng hàng thủ đã mắc sai lầm trong tình huống dẫn đến thẻ đỏ trực tiếp. Từ đó buộc tôi phải đưa ra sự thay đổi điều chỉnh về đội hình và nhân sự. Với bất lợi quân số, cầu thủ trở nên mất tự tin trên sân. Tỉ số là kết quả không mong muốn nhưng chúng tôi sẽ vươn lên từ những sai lầm, từ đó sửa chữa để tiến bộ"", theo VFF. Về những chiếc thẻ đỏ, HLV Philippe Troussier nói trọng tài không mắc sai lầm nào trong việc rút thẻ. Ông mong rằng cầu thủ cần tỉnh táo trong kiểm soát hành vi, tâm lý của mình tốt hơn mỗi khi thi đấu. Ông Philippe Troussier mong muốn sau trận đấu này, các cầu thủ cần nỗ lực khắc phục những yếu kém để hướng tới giành kết quả tốt hơn ở trận đấu tiếp theo, gặp U23 UAE vào ngày 26/3 tới. *Cùng ngày, trong trận ra quân, ĐT U23 Thái Lan đã cầm hòa U23 Saudi Arabia với tỉ số 2-2./. BT",0
"Trao đổi với truyền thông trước lượt trận khai màn giải bóng đá quốc tế Cup U23 Doha Qatar 2023, HLV trưởng Philippe Trousssier cho biết sau thời gian tập luyện, đến thời điểm hiện tại ông và các học trò rất nóng lòng chờ đợi trận đấu đầu tiên gặp U23 Iraq, theo VFF. HLV người Pháp đánh giá giải đấu này là cơ hội tốt với Đội tuyển U23 Việt Nam hướng tới SEA Games 32. Đây là giải giao hữu có trình độ rất cao. Vì vậy, việc so tài với U23 Iraq và U23 UAE sẽ giúp U23 Việt Nam có thêm kinh nghiệm cho chặng đường sắp tới. Nói về trận ra quân gặp U23 Iraq dù có rất ít thông tin về đối thủ, HLV Philippe Troussier cho rằng U23 Iraq là đội bóng có chất lượng cao. Vì vậy, ông kỳ vọng các cầu thủ thể hiện sự đoàn kết, điều chỉnh nhịp độ lối chơi và đưa ra quyết định xử lý phù hợp. Do U23 Việt Nam không có nhiều cơ hội thi đấu cọ xát nên đây là dịp tốt để cầu thủ chứng minh năng lực. Khi được hỏi về đấu pháp sẽ áp dụng cho U23 Việt Nam, HLV Philippe Troussier cho biết chiến thuật cụ thể sẽ tuỳ thuộc vào đối thủ, vào diễn biến trận đấu.  Trong thời gian ở Qatar (từ 19/3 đến nay), sau khi ổn định nơi ăn nghỉ, các cầu thủ U23 Việt Nam đã có một số buổi tập nhằm củng cố, nâng cao thể lực, hoàn thiện chiến thuật. Nhằm làm quen với thời gian thi đấu (từ khoảng 22h giờ địa phương, tương đương khoảng 2h sáng giờ Việt Nam), HLV Philippe Troussier thường cho các học trò luyện tập vào khung giờ này. HLV Philippe Troussier triển khai giáo án rèn khả năng kiểm soát bóng và phối hợp nhỏ ít chạm. Ông cũng yêu cầu các học trò tích cực đeo bám và thu hồi bóng từ chân đối thủ một cách nhanh nhất. Trận đấu giữa Đội tuyển U23 Việt Nam và U23 Iraq bắt đầu từ 2h45' ngày 23/3 theo giờ Việt Nam. Ở giải đấu này, Ban Tổ chức cho phép mỗi đội có quyền thay 6 cầu thủ trong 1 trận đấu./.",0
